event_id,start_date,peak_date,end_date,event_type,affected_area,source_title,source_org,source_date,source_ref
SOM_NOV2023_BALADWEYNE_RIVERINE_FLOOD,2023-11-17,2023-11-21,2023-11-21,riverine_flood_mapping,"Baladweyne city and surrounding floodplain (Hiiraan, Somalia)","Beletweyne Riverine Flood Impact Map - Issued 21 November 2023",FAO-SWALIM,2023-11-21,SWALIM_Beletweyne_FloodImpact_20231121
